message,emotion,tokens
Heard strange noises in the house… alone and freaking out.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Heard', 'strange', 'noises', 'in', 'the', 'house…', 'alone', 'and', 'freaking', 'out', '.']"
What if I don’t pass and have to repeat this semester?,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['What', 'if', 'I', 'don', '’', 't', 'pass', 'and', 'have', 'to', 'repeat', 'this', 'semester', '?']"
What if I don’t get into the uni I applied for? I can’t stop worrying,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['What', 'if', 'I', 'don', '’', 't', 'get', 'into', 'the', 'uni', 'I', 'applied', 'for', '?', 'I', 'can', '’', 't', 'stop', 'worrying']"
I can't watch horror movies,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'ca', ""n't"", 'watch', 'horror', 'movies']"
I just submitted my assignment,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'just', 'submitted', 'my', 'assignment']"
I have classes from 8 to 4 today and then I’ll study for a while.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'have', 'classes', 'from', '8', 'to', '4', 'today', 'and', 'then', 'I', '’', 'll', 'study', 'for', 'a', 'while', '.']"
"Today was a normal day , nothing special","Neutral  
 (e.g., Had lunch and attended lectures.)","['Today', 'was', 'a', 'normal', 'day', ',', 'nothing', 'special']"
"Okay, that's fine","Neutral  
 (e.g., Had lunch and attended lectures.)","['Okay', ',', 'that', ""'s"", 'fine']"
Tomorrow have online lectures.. Full day ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Tomorrow', 'have', 'online', 'lectures', '..', 'Full', 'day']"
"got the point, I'll catch you later.","Neutral  
 (e.g., Had lunch and attended lectures.)","['got', 'the', 'point', ',', 'I', ""'ll"", 'catch', 'you', 'later', '.']"
When someone ask me to help them,"Neutral  
 (e.g., Had lunch and attended lectures.)","['When', 'someone', 'ask', 'me', 'to', 'help', 'them']"
I’m not feeling at my best today. Just taking things slow.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', '’', 'm', 'not', 'feeling', 'at', 'my', 'best', 'today', '.', 'Just', 'taking', 'things', 'slow', '.']"
Hi,"Neutral  
 (e.g., Had lunch and attended lectures.)",['Hi']
"Just going through a regular day. Nothing too exciting, nothing too stressful — everything’s pretty normal right now.","Neutral  
 (e.g., Had lunch and attended lectures.)","['Just', 'going', 'through', 'a', 'regular', 'day', '.', 'Nothing', 'too', 'exciting', ',', 'nothing', 'too', 'stressful', '—', 'everything', '’', 's', 'pretty', 'normal', 'right', 'now', '.']"
Next class is on Monday at 8 AM in L11.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Next', 'class', 'is', 'on', 'Monday', 'at', '8', 'AM', 'in', 'L11', '.']"
Fail ,"Neutral  
 (e.g., Had lunch and attended lectures.)",['Fail']
"Nothing much going on today, just a normal day.","Neutral  
 (e.g., Had lunch and attended lectures.)","['Nothing', 'much', 'going', 'on', 'today', ',', 'just', 'a', 'normal', 'day', '.']"
It is raining today and its ok,"Neutral  
 (e.g., Had lunch and attended lectures.)","['It', 'is', 'raining', 'today', 'and', 'its', 'ok']"
Your are the Handsome boy,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Your', 'are', 'the', 'Handsome', 'boy']"
neuter,"Neutral  
 (e.g., Had lunch and attended lectures.)",['neuter']
"Everything’s fine. Nothing new, just the usual routine.","Neutral  
 (e.g., Had lunch and attended lectures.)","['Everything', '’', 's', 'fine', '.', 'Nothing', 'new', ',', 'just', 'the', 'usual', 'routine', '.']"
My heart feels calm whenever I think about my lover.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['My', 'heart', 'feels', 'calm', 'whenever', 'I', 'think', 'about', 'my', 'lover', '.']"
Found a lizard in our dinner at hostel canteen,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Found', 'a', 'lizard', 'in', 'our', 'dinner', 'at', 'hostel', 'canteen']"
I brush my teeth.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'brush', 'my', 'teeth', '.']"
Always neutral ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Always', 'neutral']"
I am fine,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'am', 'fine']"
You are okay ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['You', 'are', 'okay']"
I am feeling neutral,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'am', 'feeling', 'neutral']"
"I'm just going through the day as usual.Nothing special happened,and  everything feels pretty normal ","Neutral  
 (e.g., Had lunch and attended lectures.)","['I', ""'m"", 'just', 'going', 'through', 'the', 'day', 'as', 'usual.Nothing', 'special', 'happened', ',', 'and', 'everything', 'feels', 'pretty', 'normal']"
Getting a text reminder about an appointment next week.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Getting', 'a', 'text', 'reminder', 'about', 'an', 'appointment', 'next', 'week', '.']"
Just going through the day as usual,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Just', 'going', 'through', 'the', 'day', 'as', 'usual']"
I have passed a course without getting a very good result.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'have', 'passed', 'a', 'course', 'without', 'getting', 'a', 'very', 'good', 'result', '.']"
Hi,"Neutral  
 (e.g., Had lunch and attended lectures.)",['Hi']
Follow the routine ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Follow', 'the', 'routine']"
It's okay ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['It', ""'s"", 'okay']"
I study hard ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'study', 'hard']"
Now I'm sitting like neutral,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Now', 'I', ""'m"", 'sitting', 'like', 'neutral']"
I am feel  goood  without my exam,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'am', 'feel', 'goood', 'without', 'my', 'exam']"
I have to cook,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'have', 'to', 'cook']"
When studying time,"Neutral  
 (e.g., Had lunch and attended lectures.)","['When', 'studying', 'time']"
I spent the day doing my usual routine ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'spent', 'the', 'day', 'doing', 'my', 'usual', 'routine']"
Today is a calm and quiet day  for me.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Today', 'is', 'a', 'calm', 'and', 'quiet', 'day', 'for', 'me', '.']"
All will be good,"Neutral  
 (e.g., Had lunch and attended lectures.)","['All', 'will', 'be', 'good']"
Nothing much going on today. Just going through the usual routine and taking things as they come.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Nothing', 'much', 'going', 'on', 'today', '.', 'Just', 'going', 'through', 'the', 'usual', 'routine', 'and', 'taking', 'things', 'as', 'they', 'come', '.']"
I am OK ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'am', 'OK']"
" Nothing too exciting or upsetting, just an ordinary day
","Neutral  
 (e.g., Had lunch and attended lectures.)","['Nothing', 'too', 'exciting', 'or', 'upsetting', ',', 'just', 'an', 'ordinary', 'day']"
"😐 Just an ordinary day—nothing special, nothing bad. Taking things as they come and staying steady.","Neutral  
 (e.g., Had lunch and attended lectures.)","['😐', 'Just', 'an', 'ordinary', 'day—nothing', 'special', ',', 'nothing', 'bad', '.', 'Taking', 'things', 'as', 'they', 'come', 'and', 'staying', 'steady', '.']"
Studying everyday ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Studying', 'everyday']"
I’ve completed my part of the task,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', '’', 've', 'completed', 'my', 'part', 'of', 'the', 'task']"
Everything is fine.. ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Everything', 'is', 'fine', '..']"
Tomorrow we have lectures for 2 hours,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Tomorrow', 'we', 'have', 'lectures', 'for', '2', 'hours']"
Just going through the day as usual. Nothing too exciting or stressful—everything’s pretty routine. ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Just', 'going', 'through', 'the', 'day', 'as', 'usual', '.', 'Nothing', 'too', 'exciting', 'or', 'stressful—everything', '’', 's', 'pretty', 'routine', '.']"
Just feeling better ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Just', 'feeling', 'better']"
When things happening smooth ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['When', 'things', 'happening', 'smooth']"
All is well,"Neutral  
 (e.g., Had lunch and attended lectures.)","['All', 'is', 'well']"
When someone misunderstanding me,"Neutral  
 (e.g., Had lunch and attended lectures.)","['When', 'someone', 'misunderstanding', 'me']"
"J usually don't express my feelings 
 Always laughing,  even in a terrible situation.  And, mostly it's neutral.","Neutral  
 (e.g., Had lunch and attended lectures.)","['J', 'usually', 'do', ""n't"", 'express', 'my', 'feelings', 'Always', 'laughing', ',', 'even', 'in', 'a', 'terrible', 'situation', '.', 'And', ',', 'mostly', 'it', ""'s"", 'neutral', '.']"
I went to temple and pray for my family,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'went', 'to', 'temple', 'and', 'pray', 'for', 'my', 'family']"
It is ok,"Neutral  
 (e.g., Had lunch and attended lectures.)","['It', 'is', 'ok']"
Nothing,"Neutral  
 (e.g., Had lunch and attended lectures.)",['Nothing']
I am sleepy ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'am', 'sleepy']"
Cool buddy ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Cool', 'buddy']"
"I see, I'm glad you were able to come out of it. Hope you're doing better now! 🙂","Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'see', ',', 'I', ""'m"", 'glad', 'you', 'were', 'able', 'to', 'come', 'out', 'of', 'it', '.', 'Hope', 'you', ""'re"", 'doing', 'better', 'now', '!', '🙂']"
"Nothing new, everything is happening as of the daily routine ","Neutral  
 (e.g., Had lunch and attended lectures.)","['Nothing', 'new', ',', 'everything', 'is', 'happening', 'as', 'of', 'the', 'daily', 'routine']"
Always be neutral ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Always', 'be', 'neutral']"
"""Just a regular day—nothing exciting, nothing bad. Just going with the flow.""","Neutral  
 (e.g., Had lunch and attended lectures.)","['``', 'Just', 'a', 'regular', 'day—nothing', 'exciting', ',', 'nothing', 'bad', '.', 'Just', 'going', 'with', 'the', 'flow', '.', ""''""]"
Mm okay,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Mm', 'okay']"
I'm okey,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', ""'m"", 'okey']"
Let's see how it goes,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Let', ""'s"", 'see', 'how', 'it', 'goes']"
Every morning sunrises,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Every', 'morning', 'sunrises']"
"Just another normal day at uni—lectures, lunch, and heading back to the hostel. Nothing special today","Neutral  
 (e.g., Had lunch and attended lectures.)","['Just', 'another', 'normal', 'day', 'at', 'uni—lectures', ',', 'lunch', ',', 'and', 'heading', 'back', 'to', 'the', 'hostel', '.', 'Nothing', 'special', 'today']"
Having a homely cooked meal ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Having', 'a', 'homely', 'cooked', 'meal']"
I am just blank. ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'am', 'just', 'blank', '.']"
"Nothing much going on today—just a regular day. I'm feeling okay, not too up or down. Just going with the flow.","Neutral  
 (e.g., Had lunch and attended lectures.)","['Nothing', 'much', 'going', 'on', 'today—just', 'a', 'regular', 'day', '.', 'I', ""'m"", 'feeling', 'okay', ',', 'not', 'too', 'up', 'or', 'down', '.', 'Just', 'going', 'with', 'the', 'flow', '.']"
"Nothing much going on—just a regular day. I’m feeling pretty neutral, not good or bad, just in between.","Neutral  
 (e.g., Had lunch and attended lectures.)","['Nothing', 'much', 'going', 'on—just', 'a', 'regular', 'day', '.', 'I', '’', 'm', 'feeling', 'pretty', 'neutral', ',', 'not', 'good', 'or', 'bad', ',', 'just', 'in', 'between', '.']"
it's so nice ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['it', ""'s"", 'so', 'nice']"
Hi how are you?,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Hi', 'how', 'are', 'you', '?']"
I'm okay with that. ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', ""'m"", 'okay', 'with', 'that', '.']"
hmm ahh ok,"Neutral  
 (e.g., Had lunch and attended lectures.)","['hmm', 'ahh', 'ok']"
I am fine,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'am', 'fine']"
I am going to sleep now ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'am', 'going', 'to', 'sleep', 'now']"
When miss the University bus,"Neutral  
 (e.g., Had lunch and attended lectures.)","['When', 'miss', 'the', 'University', 'bus']"
In classroom ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['In', 'classroom']"
"I'm feeling okay today. Nothing special happened—just a normal, regular day. 😐

","Neutral  
 (e.g., Had lunch and attended lectures.)","['I', ""'m"", 'feeling', 'okay', 'today', '.', 'Nothing', 'special', 'happened—just', 'a', 'normal', ',', 'regular', 'day', '.', '😐']"
Nothing much importance ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Nothing', 'much', 'importance']"
"Nothing too exciting going on today. Just going through the motions, getting things done, and keeping things steady. It’s one of those average days—not bad, not great, just… okay.","Neutral  
 (e.g., Had lunch and attended lectures.)","['Nothing', 'too', 'exciting', 'going', 'on', 'today', '.', 'Just', 'going', 'through', 'the', 'motions', ',', 'getting', 'things', 'done', ',', 'and', 'keeping', 'things', 'steady', '.', 'It', '’', 's', 'one', 'of', 'those', 'average', 'days—not', 'bad', ',', 'not', 'great', ',', 'just…', 'okay', '.']"
I am normal,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'am', 'normal']"
I'm ok,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', ""'m"", 'ok']"
Going trip with my friends ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Going', 'trip', 'with', 'my', 'friends']"
It is ok,"Neutral  
 (e.g., Had lunch and attended lectures.)","['It', 'is', 'ok']"
I am ok,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'am', 'ok']"
I am fine ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'am', 'fine']"
Get lunch at proper time,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Get', 'lunch', 'at', 'proper', 'time']"
I'm ok,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', ""'m"", 'ok']"
"90% mostly life is going line that, what ever happened we have to accept neutrally, otherwise no option 🙅🏻‍♀️","Neutral  
 (e.g., Had lunch and attended lectures.)","['90', '%', 'mostly', 'life', 'is', 'going', 'line', 'that', ',', 'what', 'ever', 'happened', 'we', 'have', 'to', 'accept', 'neutrally', ',', 'otherwise', 'no', 'option', '🙅🏻\u200d♀️']"
🙄,"Neutral  
 (e.g., Had lunch and attended lectures.)",['🙄']
At my lectures time,"Neutral  
 (e.g., Had lunch and attended lectures.)","['At', 'my', 'lectures', 'time']"
Hello,"Neutral  
 (e.g., Had lunch and attended lectures.)",['Hello']
If I finished my work perfectly ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['If', 'I', 'finished', 'my', 'work', 'perfectly']"
😊,"Neutral  
 (e.g., Had lunch and attended lectures.)",['😊']
Nothing special going on ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Nothing', 'special', 'going', 'on']"
When I'm unjustly accused ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['When', 'I', ""'m"", 'unjustly', 'accused']"
Just finished all my works for the day and now relaxing a bit,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Just', 'finished', 'all', 'my', 'works', 'for', 'the', 'day', 'and', 'now', 'relaxing', 'a', 'bit']"
"I felt neutral while waiting for the next class to start, just scrolling through my notes.","Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'felt', 'neutral', 'while', 'waiting', 'for', 'the', 'next', 'class', 'to', 'start', ',', 'just', 'scrolling', 'through', 'my', 'notes', '.']"
"I felt neutral while copying notes during a lecture without really thinking about the content.
","Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'felt', 'neutral', 'while', 'copying', 'notes', 'during', 'a', 'lecture', 'without', 'really', 'thinking', 'about', 'the', 'content', '.']"
Iam okay ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Iam', 'okay']"
We have lecture today,"Neutral  
 (e.g., Had lunch and attended lectures.)","['We', 'have', 'lecture', 'today']"
Fear of losing others ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Fear', 'of', 'losing', 'others']"
I got new messages from a group chat.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'got', 'new', 'messages', 'from', 'a', 'group', 'chat', '.']"
Today lecture is cancelled but it will be held on tomorrow ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Today', 'lecture', 'is', 'cancelled', 'but', 'it', 'will', 'be', 'held', 'on', 'tomorrow']"
Attended lectures and came back to the hostel.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Attended', 'lectures', 'and', 'came', 'back', 'to', 'the', 'hostel', '.']"
If a lecture is canceled ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['If', 'a', 'lecture', 'is', 'canceled']"
"Went to class and played cricket afterward.
","Neutral  
 (e.g., Had lunch and attended lectures.)","['Went', 'to', 'class', 'and', 'played', 'cricket', 'afterward', '.']"
"Charged phone, watched memes, survived the day. 😐","Neutral  
 (e.g., Had lunch and attended lectures.)","['Charged', 'phone', ',', 'watched', 'memes', ',', 'survived', 'the', 'day', '.', '😐']"
"Attended lab, ate bun, came back.
","Neutral  
 (e.g., Had lunch and attended lectures.)","['Attended', 'lab', ',', 'ate', 'bun', ',', 'came', 'back', '.']"
"Went to class, scrolled Instagram, came home.","Neutral  
 (e.g., Had lunch and attended lectures.)","['Went', 'to', 'class', ',', 'scrolled', 'Instagram', ',', 'came', 'home', '.']"
May be tomorrow ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['May', 'be', 'tomorrow']"
Just finished my assignments and now watching TV.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Just', 'finished', 'my', 'assignments', 'and', 'now', 'watching', 'TV', '.']"
"Went to class, took notes, and came back home. ","Neutral  
 (e.g., Had lunch and attended lectures.)","['Went', 'to', 'class', ',', 'took', 'notes', ',', 'and', 'came', 'back', 'home', '.']"
Cleaned my room and did some laundry. Nothing much. ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Cleaned', 'my', 'room', 'and', 'did', 'some', 'laundry', '.', 'Nothing', 'much', '.']"
Attended all lectures today. Pretty regular day. ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Attended', 'all', 'lectures', 'today', '.', 'Pretty', 'regular', 'day', '.']"
It’s been a quiet day. Got some work done and that’s about it.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['It', '’', 's', 'been', 'a', 'quiet', 'day', '.', 'Got', 'some', 'work', 'done', 'and', 'that', '’', 's', 'about', 'it', '.']"
Had dinner.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Had', 'dinner', '.']"
Just attended lectures and came back. Nothing special.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Just', 'attended', 'lectures', 'and', 'came', 'back', '.', 'Nothing', 'special', '.']"
"Same routine: eat, class, study, sleep.","Neutral  
 (e.g., Had lunch and attended lectures.)","['Same', 'routine', ':', 'eat', ',', 'class', ',', 'study', ',', 'sleep', '.']"
I took a nap,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'took', 'a', 'nap']"
"It’s a regular day. I’m just surviving, not thriving.","Neutral  
 (e.g., Had lunch and attended lectures.)","['It', '’', 's', 'a', 'regular', 'day', '.', 'I', '’', 'm', 'just', 'surviving', ',', 'not', 'thriving', '.']"
"Not bad, not great. Just average, like always.","Neutral  
 (e.g., Had lunch and attended lectures.)","['Not', 'bad', ',', 'not', 'great', '.', 'Just', 'average', ',', 'like', 'always', '.']"
"No drama today, thankfully. Just vibes.","Neutral  
 (e.g., Had lunch and attended lectures.)","['No', 'drama', 'today', ',', 'thankfully', '.', 'Just', 'vibes', '.']"
Finished my chores. Now just scrolling without purpose.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Finished', 'my', 'chores', '.', 'Now', 'just', 'scrolling', 'without', 'purpose', '.']"
"Library, lunch, lecture—repeat. That’s it.","Neutral  
 (e.g., Had lunch and attended lectures.)","['Library', ',', 'lunch', ',', 'lecture—repeat', '.', 'That', '’', 's', 'it', '.']"
"Campus is quiet, and so am I.","Neutral  
 (e.g., Had lunch and attended lectures.)","['Campus', 'is', 'quiet', ',', 'and', 'so', 'am', 'I', '.']"
"I’m existing, not really feeling much today.","Neutral  
 (e.g., Had lunch and attended lectures.)","['I', '’', 'm', 'existing', ',', 'not', 'really', 'feeling', 'much', 'today', '.']"
I did deep clean my room yesterday ,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'did', 'deep', 'clean', 'my', 'room', 'yesterday']"
Just going with the flow. It’s that kind of day.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Just', 'going', 'with', 'the', 'flow', '.', 'It', '’', 's', 'that', 'kind', 'of', 'day', '.']"
Mood: neutral. Brain: idle. Motivation: meh.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Mood', ':', 'neutral', '.', 'Brain', ':', 'idle', '.', 'Motivation', ':', 'meh', '.']"
I feel like I’m on autopilot lately.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'feel', 'like', 'I', '’', 'm', 'on', 'autopilot', 'lately', '.']"
Sometimes it’s okay to just be in the middle.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Sometimes', 'it', '’', 's', 'okay', 'to', 'just', 'be', 'in', 'the', 'middle', '.']"
Just floating through the day with no big feelings either way.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Just', 'floating', 'through', 'the', 'day', 'with', 'no', 'big', 'feelings', 'either', 'way', '.']"
"The usual routine, nothing new or exciting.","Neutral  
 (e.g., Had lunch and attended lectures.)","['The', 'usual', 'routine', ',', 'nothing', 'new', 'or', 'exciting', '.']"
Watching time pass without much to report.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Watching', 'time', 'pass', 'without', 'much', 'to', 'report', '.']"
"Another day, another dollar—or just another day.","Neutral  
 (e.g., Had lunch and attended lectures.)","['Another', 'day', ',', 'another', 'dollar—or', 'just', 'another', 'day', '.']"
I am fine.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'am', 'fine', '.']"
I will do it later.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'will', 'do', 'it', 'later', '.']"
It does not matter to me.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['It', 'does', 'not', 'matter', 'to', 'me', '.']"
I have no opinion.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'have', 'no', 'opinion', '.']"
I do not know what is happening in my life.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'do', 'not', 'know', 'what', 'is', 'happening', 'in', 'my', 'life', '.']"
I do not care,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', 'do', 'not', 'care']"
"Ate dinner, scrolled through Insta, now heading to bed.","Neutral  
 (e.g., Had lunch and attended lectures.)","['Ate', 'dinner', ',', 'scrolled', 'through', 'Insta', ',', 'now', 'heading', 'to', 'bed', '.']"
Spent most of the day indoors. Weather's been okay.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Spent', 'most', 'of', 'the', 'day', 'indoors', '.', 'Weather', ""'s"", 'been', 'okay', '.']"
"Woke up late, went to gym, nothing special.","Neutral  
 (e.g., Had lunch and attended lectures.)","['Woke', 'up', 'late', ',', 'went', 'to', 'gym', ',', 'nothing', 'special', '.']"
"Sat in the canteen for hours doing nothing.
","Neutral  
 (e.g., Had lunch and attended lectures.)","['Sat', 'in', 'the', 'canteen', 'for', 'hours', 'doing', 'nothing', '.']"
Nothing much today. Just went to class and came back.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Nothing', 'much', 'today', '.', 'Just', 'went', 'to', 'class', 'and', 'came', 'back', '.']"
"Walked to class, yawned, came back.
","Neutral  
 (e.g., Had lunch and attended lectures.)","['Walked', 'to', 'class', ',', 'yawned', ',', 'came', 'back', '.']"
"Watched a movie, now thinking of what to do next.","Neutral  
 (e.g., Had lunch and attended lectures.)","['Watched', 'a', 'movie', ',', 'now', 'thinking', 'of', 'what', 'to', 'do', 'next', '.']"
Brain’s on autopilot. Just waiting for the weekend.,"Neutral  
 (e.g., Had lunch and attended lectures.)","['Brain', '’', 's', 'on', 'autopilot', '.', 'Just', 'waiting', 'for', 'the', 'weekend', '.']"
"Had class, came back, scrolled for hours… same routine, different day.","Neutral  
 (e.g., Had lunch and attended lectures.)","['Had', 'class', ',', 'came', 'back', ',', 'scrolled', 'for', 'hours…', 'same', 'routine', ',', 'different', 'day', '.']"
I'm good,"Neutral  
 (e.g., Had lunch and attended lectures.)","['I', ""'m"", 'good']"
